C1,C2,C3,C4,P
0.8855999999999999,0.372,0.087,0.9989,0
0.8190999999999999,0.8365,0.8532,0.736,1
0.3044,0.8077,0.12769999999999998,0.030100000000000002,0
0.8288,0.2383,0.3734,0.2094,0
0.3718,0.9086,0.8542,0.6599,0
0.6799,0.7137,0.6133,0.6073999999999999,1
0.5112,0.2593,0.5906,0.38380000000000003,0
0.7625,0.15360000000000001,0.20029999999999998,0.4016,0
0.7698,0.2197,0.0291,0.18109999999999998,1
0.917,0.7307,0.1565,0.2868,1
0.6741,0.8209,0.3405,0.8301000000000001,0
0.7107,0.1965,0.1506,0.46540000000000004,1
0.1254,0.8156,0.3577,0.22849999999999998,1
0.6481,0.1175,0.1187,0.5988,1
0.9062,0.8334,0.9146,0.2742,1
0.1894,0.23299999999999998,0.838,0.0733,0
0.26780000000000004,0.5573,0.7744,0.3648,1
0.5608,0.2156,0.7105,0.4939,1
0.6305000000000001,0.3275,0.8343,0.857,0
0.6008,0.2481,0.1032,0.8691,0
0.6451,0.6032,0.4567,0.8876999999999999,1
0.305,0.0007,0.07250000000000001,0.7752,1
0.7332,0.27190000000000003,0.8427,0.8066,1
0.31079999999999997,0.7825,0.20400000000000001,0.9036,1
0.7548,0.8793,0.3376,0.094,0
0.2897,0.8726,0.5939,0.7824,0
0.6353,0.47109999999999996,0.43920000000000003,0.044899999999999995,1
0.1076,0.2954,0.7121,0.1382,1
0.625,0.8911,0.0645,0.6907,1
0.6533,0.5906,0.9952,0.31820000000000004,1
0.36119999999999997,0.0557,0.3228,0.3966,1
0.4385,0.4555,0.5443,0.4273,1
0.055499999999999994,0.9406,0.6434,0.3266,0
0.4274,0.4844,0.22510000000000002,0.3519,1
0.9403,0.7569,0.6086,0.49870000000000003,1
0.0678,0.6164000000000001,0.8014,0.6398,0
0.5732,0.0679,0.256,0.4663,0
0.16299999999999998,0.31889999999999996,0.4742,0.28559999999999997,0
0.7192000000000001,0.40590000000000004,0.9302,0.7576,0
0.051199999999999996,0.9775,0.34240000000000004,0.829,1
0.31120000000000003,0.2815,0.9881,0.0799,1
0.5387,0.44179999999999997,0.8532,0.8183,1
0.421,0.3499,0.7915,0.9521999999999999,0
0.1709,0.1876,0.269,0.6115,1
0.2671,0.8952,0.4579,0.8711,0
0.7214,0.092,0.5402,0.6925,0
0.0296,0.7259,0.7809,0.3297,1
0.2258,0.3921,0.7466,0.1659,0
0.648,0.0369,0.5825,0.0158,1
0.4976,0.9999,0.444,0.8591,1
0.835,0.7844,0.5119,0.2928,0
0.8220000000000001,0.9795,0.8368,0.5101,1
0.2595,0.6472,0.9701,0.6343,1
0.4461,0.6566,0.6874,0.8457,1
0.21760000000000002,0.7028,0.4022,0.0251,0
0.5569,0.5306,0.2679,0.9689,1
0.14550000000000002,0.5316,0.6776,0.46950000000000003,0
0.6703,0.8809,0.4596,0.3624,1
0.0073,0.5828,0.6556,0.6528,1
0.743,0.7242999999999999,0.3195,0.9904,1
0.9355,0.28600000000000003,0.3201,0.4937,0
0.8616,0.5649,0.038400000000000004,0.4325,0
0.49629999999999996,0.5690999999999999,0.06,0.7901,1
0.06470000000000001,0.20379999999999998,0.24580000000000002,0.723,1
0.607,0.1594,0.7721,0.4175,1
0.7106,0.7246,0.0339,0.5801000000000001,0
0.4403,0.2852,0.4636,0.5665,1
0.8126,0.6572,0.9143,0.012,1
0.6198,0.1711,0.9484,0.32230000000000003,0
0.9388,0.2363,0.1537,0.8633,0
0.6275999999999999,0.024399999999999998,0.043899999999999995,0.483,1
0.5914,0.6167,0.5854,0.7265,0
0.6292,0.049,0.4016,0.8891,1
0.4682,0.8869,0.040999999999999995,0.7849,1
0.8504,0.3889,0.7326,0.6947,1
0.6434,0.7295,0.008799999999999999,0.576,1
0.23520000000000002,0.8049,0.727,0.9477,1
0.49829999999999997,0.6171,0.9857,0.3681,0
0.3588,0.3181,0.4083,0.5689,1
0.1851,0.5056,0.2625,0.8288,1
0.4743,0.0138,0.0103,0.31720000000000004,1
0.5118,0.0862,0.5596,0.9312,1
0.13,0.6977,0.7228,0.6143,0
0.3984,0.7946,0.009600000000000001,0.5894,0
0.0119,0.1129,0.8092,0.16160000000000002,1
0.4763,0.938,0.4772,0.3466,0
0.5352,0.9907,0.6712,0.13069999999999998,0
0.9732000000000001,0.4979,0.0995,0.5477,1
0.2412,0.2873,0.40449999999999997,0.3323,1
0.7635,0.3963,0.2311,0.8199,1
0.2353,0.5819,0.27249999999999996,0.17570000000000002,0
0.3452,0.267,0.6892,0.35919999999999996,1
0.747,0.7589,0.3115,0.4214,1
0.5541,0.0688,0.3048,0.473,1
0.3882,0.7771,0.9701,0.6966,0
0.0228,0.1951,0.3096,0.0653,0
0.8391,0.5437,0.2878,0.49670000000000003,0
0.7483,0.0886,0.012400000000000001,0.2675,0
0.4998,0.6486000000000001,0.6198,0.9254,1
0.6487,0.7534,0.5537,0.2157,0
0.11560000000000001,0.9959,0.3277,0.7431,0
0.6516,0.9716,0.266,0.053500000000000006,0
0.4995,0.1686,0.1743,0.3837,0
0.6900999999999999,0.4774,0.3116,0.6022,1
0.2602,0.7035,0.3795,0.4808,0
0.9556,0.8203,0.8230999999999999,0.7781,1
0.8741,0.3212,0.4312,0.096,0
0.9019,0.1568,0.729,0.7635,1
0.5322,0.5521,0.7755,0.2855,1
0.7826,0.7505999999999999,0.8117,0.1391,0
0.9406,0.1355,0.45489999999999997,0.8585,0
0.9581999999999999,0.5321,0.3137,0.672,1
0.6551,0.0246,0.6131,0.18059999999999998,1
0.8145,0.6718999999999999,0.5878,0.2203,0
0.5907,0.8299,0.5376,0.6616,1
0.8955,0.7535000000000001,0.8673,0.2627,0
0.0627,0.051199999999999996,0.5737,0.1261,0
0.7746,0.8002,0.2227,0.891,1
0.0887,0.5103,0.8116,0.6132,1
0.2629,0.1038,0.1668,0.7134,1
0.7071000000000001,0.978,0.9191,0.2762,0
0.7826,0.5306,0.1725,0.0077,0
0.7552,0.1124,0.8767,0.9607,1
0.1246,0.7418,0.5726,0.6381,1
0.8879,0.469,0.6532,0.7277,1
0.35150000000000003,0.5509999999999999,0.9309000000000001,0.7009,1
0.6179,0.5305,0.0562,0.0592,1
0.3065,0.4675,0.9877,0.6018,1
0.8085,0.4092,0.0877,0.7326,1
0.047299999999999995,0.3231,0.7149,0.2833,1
0.3628,0.124,0.14329999999999998,0.38439999999999996,0
0.5352,0.7646999999999999,0.8457,0.6181,1
0.8168,0.1244,0.2989,0.5972999999999999,1
0.07919999999999999,0.3125,0.4851,0.5646,0
0.1663,0.0419,0.7537,0.9362,0
0.3604,0.6248,0.051199999999999996,0.5397,1
0.5373,0.4844,0.2153,0.7409,0
0.3416,0.5944,0.8508,0.6073999999999999,1
0.24130000000000001,0.058800000000000005,0.6455,0.6322,1
0.0079,0.9043,0.049600000000000005,0.5015000000000001,1
0.3516,0.7059,0.3236,0.6355999999999999,1
0.6755,0.7146,0.6614,0.2098,1
0.1792,0.8617,0.6203,0.5382,0
0.5559000000000001,0.22210000000000002,0.4525,0.8262,0
0.9346,0.9218999999999999,0.2314,0.6016,0
0.3718,0.9358,0.3336,0.65,0
0.419,0.9803,0.8694,0.0329,1
0.0804,0.6487,0.8931,0.054099999999999995,0
0.8029999999999999,0.8331,0.5748,0.6789000000000001,1
0.1819,0.246,0.2175,0.4777,0
0.4272,0.8019000000000001,0.8777,0.2556,0
0.6631,0.6918,0.038599999999999995,0.005,0
0.08310000000000001,0.009000000000000001,0.009399999999999999,0.0494,0
0.3595,0.7596,0.5488999999999999,0.3872,1
0.4188,0.3623,0.2491,0.4331,1
0.4077,0.3326,0.935,0.034,0
0.9561,0.6535,0.2728,0.7312,0
0.49970000000000003,0.3901,0.7926,0.4585,1
0.7017,0.8535,0.06570000000000001,0.9344,1
0.8578,0.1162,0.1094,0.8915,0
0.4859,0.9034,0.5574,0.5183,0
0.19669999999999999,0.9215,0.4238,0.3005,1
0.9783,0.0407,0.6455,0.1511,1
0.4615,0.5498000000000001,0.1072,0.8454,1
0.788,0.9741,0.6808,0.38839999999999997,0
0.7893,0.8596,0.451,0.8811,0
0.1839,0.0294,0.8106,0.5504,1
0.9775,0.31379999999999997,0.3881,0.9791,0
0.7463,0.7206,0.7928,0.8499,1
0.7136,0.6908,0.2301,0.0812,0
0.6954,0.0741,0.0304,0.4982,1
0.967,0.038000000000000006,0.758,0.8217,0
0.7346,0.4289,0.6073999999999999,0.9541,1
0.23220000000000002,0.4275,0.37029999999999996,0.2559,0
0.992,0.36929999999999996,0.0516,0.7015,0
0.7652,0.6484,0.7618,0.7239,1
0.0489,0.9056,0.3976,0.9412,0
0.5603,0.5689,0.783,0.3382,1
0.0998,0.0159,0.8794,0.3655,0
0.5786,0.5373,0.7139,0.6373,1
0.009899999999999999,0.18059999999999998,0.2412,0.7463,0
0.6568,0.8567,0.17459999999999998,0.2724,0
0.4024,0.6028,0.22349999999999998,0.4152,1
0.6009,0.061200000000000004,0.2908,0.2086,0
0.9403,0.39039999999999997,0.2567,0.8354,1
0.2016,0.454,0.5335,0.8093,1
0.6499,0.0958,0.7703,0.3776,0
0.2933,0.1206,0.8622,0.3487,1
0.47509999999999997,0.6582,0.8167,0.0959,0
0.5272,0.4266,0.41200000000000003,0.9506,0
0.2474,0.9747,0.897,0.773,1
0.2227,0.8249,0.9877,0.6856,0
0.9119,0.0364,0.9775,0.753,1
0.5251,0.6551,0.0553,0.5771,1
0.1562,0.8114,0.6891,0.1127,1
0.1032,0.4968,0.7519,0.5638,1
0.5583,0.8293,0.6132,0.536,1
0.7957,0.5578,0.6761,0.045399999999999996,0
0.9887,0.7283,0.3755,0.851,1
0.935,0.5206999999999999,0.8667,0.4979,0
0.2825,0.8616,0.9923,0.565,0
0.5624,0.2522,0.4274,0.7886,1
0.12990000000000002,0.4305,0.5438000000000001,0.8889,0
0.3852,0.7867999999999999,0.715,0.24109999999999998,0
0.7259,0.5082,0.7853,0.6835,1
0.1181,0.0344,0.8732,0.2062,0
0.9666,0.751,0.7497,0.4772,1
0.8054,0.7383,0.7614,0.8804,1
0.8823,0.554,0.7419,0.20700000000000002,0
0.8241,0.3055,0.0093,0.3784,1
0.5574,0.9031,0.3837,0.617,0
0.53,0.27190000000000003,0.007,0.6163,0
0.0037,0.198,0.525,0.3115,1
0.9322,0.3237,0.13269999999999998,0.38939999999999997,0
0.3247,0.8783,0.9079,0.30469999999999997,0
0.3504,0.9983,0.41259999999999997,0.139,0
0.037000000000000005,0.769,0.4416,0.535,1
0.747,0.4109,0.1126,0.296,1
0.6009,0.6837,0.827,0.2197,0
0.3089,0.6151,0.4669,0.7597,1
0.05,0.9692000000000001,0.056499999999999995,0.1131,1
0.9004,0.4935,0.863,0.0253,1
0.111,0.3588,0.0052,0.702,1
0.2081,0.397,0.3257,0.7091000000000001,0
0.3537,0.7124,0.9295,0.12290000000000001,0
0.756,0.10439999999999999,0.0663,0.7374,0
0.7241,0.9637,0.19490000000000002,0.1176,0
0.4787,0.055400000000000005,0.19690000000000002,0.261,1
0.27790000000000004,0.8724000000000001,0.9627,0.657,1
0.21450000000000002,0.2277,0.4516,0.43879999999999997,1
0.0542,0.9797,0.8876999999999999,0.9592,1
0.3009,0.4743,0.8979,0.593,1
0.8065,0.5089,0.09670000000000001,0.5005999999999999,0
0.43820000000000003,0.6131,0.176,0.8798,1
0.7447,0.8143,0.8529,0.28049999999999997,1
0.12530000000000002,0.07339999999999999,0.7614,0.5435,1
0.5303,0.38680000000000003,0.34409999999999996,0.034,0
0.26480000000000004,0.4391,0.1099,0.0239,1
0.5161,0.3513,0.9756,0.3105,0
0.9848,0.8041,0.3141,0.6756,0
0.6237,0.8552,0.3988,0.33399999999999996,0
0.3307,0.455,0.0791,0.6209,1
0.3115,0.7386,0.25880000000000003,0.3466,0
0.2454,0.0315,0.4057,0.3075,0
0.8036,0.40349999999999997,0.3087,0.6954,1
0.1716,0.9794,0.3617,0.6723,0
0.1195,0.8529,0.1018,0.2736,0
0.688,0.8071,0.713,0.4203,0
0.4752,0.4588,0.9507,0.046799999999999994,1
0.8217,0.385,0.9932,0.8217,0
0.3084,0.13540000000000002,0.21839999999999998,0.30679999999999996,1
0.0665,0.28500000000000003,0.7944,0.6024,0
0.5242,0.2442,0.2956,0.9823999999999999,0
0.6803,0.9478,0.6778,0.9559,0
0.5523,0.7378,0.8087,0.8054,1
0.5376,0.2867,0.1226,0.4421,0
0.46099999999999997,0.7612,0.7024,0.3827,0
0.6648000000000001,0.1901,0.3599,0.5534,1
0.683,0.17149999999999999,0.8472,0.2562,0
0.605,0.2671,0.7686999999999999,0.0271,1
0.8742,0.2148,0.7289,0.847,0
0.9205,0.09659999999999999,0.7534,0.5627,1
0.0471,0.8996,0.601,0.7733,1
0.4744,0.18719999999999998,0.6653,0.46140000000000003,1
0.4006,0.4471,0.1976,0.4099,1
0.6065,0.8311,0.3825,0.8483,0
0.2025,0.5655,0.7404,0.7118,0
0.9628,0.045700000000000005,0.6239,0.5606,1
0.6688000000000001,0.1946,0.505,0.26480000000000004,1
0.527,0.8347,0.9316,0.4875,1
0.036199999999999996,0.7973,0.6566,0.2444,1
0.3563,0.0748,0.532,0.135,0
0.9228000000000001,0.2383,0.4132,0.4669,0
0.6273,0.4325,0.9588,0.4544,1
0.6337,0.7807999999999999,0.8488,0.9964999999999999,0
0.8623000000000001,0.8533999999999999,0.4063,0.5204,1
0.28400000000000003,0.7598,0.8108,0.8384,1
0.6251,0.3288,0.2701,0.4757,0
0.4837,0.041800000000000004,0.4937,0.0896,1
0.5493,0.8414,0.2269,0.2676,1
0.8566,0.4727,0.1825,0.5488,1
0.2954,0.6198,0.508,0.0938,0
0.8501,0.1295,0.5624,0.18930000000000002,1
0.9192,0.09,0.7294,0.1501,1
0.1355,0.3433,0.7751,0.0926,0
0.179,0.20179999999999998,0.7533,0.22160000000000002,0
0.3917,0.14179999999999998,0.0953,0.4053,1
0.5076,0.1306,0.58,0.9006,0
0.4224,0.9689,0.6988,0.6366,1
0.7347,0.7049,0.19219999999999998,0.7254,1
0.364,0.28559999999999997,0.5009,0.1427,0
0.1543,0.2975,0.6095,0.3361,0
0.20779999999999998,0.9287,0.45089999999999997,0.9612,1
0.20329999999999998,0.3298,0.1486,0.8200000000000001,1
0.9832,0.9101,0.9903,0.2504,1
0.8416,0.9869,0.0314,0.7815,0
0.7251,0.6751,0.602,0.4662,1
0.7051000000000001,0.21839999999999998,0.032799999999999996,0.3113,1
0.785,0.7093,0.5109,0.0655,1
0.2425,0.6079,0.8215,0.9532,1
0.13490000000000002,0.78,0.6305000000000001,0.965,0
0.3379,0.2355,0.0074,0.9722999999999999,0
0.061,0.030100000000000002,0.7927,0.20079999999999998,1
0.3742,0.2273,0.683,0.7107,0
0.046299999999999994,0.6044,0.1469,0.24,1
0.2969,0.29059999999999997,0.4209,0.5868,1
0.7035,0.48109999999999997,0.37070000000000003,0.1729,1
0.0015,0.1639,0.2737,0.3388,0
0.33089999999999997,0.7061,0.9924999999999999,0.581,1
0.2858,0.5805,0.3103,0.4461,0
0.0417,0.2822,0.6965,0.21960000000000002,1
0.6851,0.0354,0.6212,0.2681,0
0.439,0.5538,0.9539,0.7797000000000001,0
0.7376,0.3789,0.5226,0.3349,1
0.5007,0.0455,0.7018,0.9023,1
0.6176,0.011699999999999999,0.9017999999999999,0.3963,0
0.6721,0.3609,0.0802,0.3035,1
0.6152,0.2544,0.2572,0.2891,1
0.1659,0.9308,0.4285,0.3437,1
0.6441,0.2786,0.008400000000000001,0.4183,1
0.1217,0.10969999999999999,0.8409,0.6199,0
0.8127,0.8439,0.0786,0.6643,1
0.5842,0.3655,0.5871,0.1958,1
0.1101,0.9666,0.5836,0.8271999999999999,1
0.2291,0.078,0.6133,0.896,0
0.4236,0.5619000000000001,0.7016,0.2963,0
0.3843,0.7711,0.1578,0.6875,1
0.432,0.047299999999999995,0.4442,0.4948,1
0.1743,0.43779999999999997,0.23809999999999998,0.5437,1
0.3997,0.8729,0.0986,0.7915,0
0.5488999999999999,0.9874,0.39690000000000003,0.3492,0
0.5346,0.9521,0.5719,0.9924999999999999,0
0.5508,0.741,0.6302,0.3352,0
0.366,0.0075,0.7301,0.2316,1
0.41910000000000003,0.3361,0.8625,0.2619,0
0.5501,0.9174,0.0965,0.0631,1
0.034,0.3583,0.6845,0.0597,0
0.6149,0.25029999999999997,0.95,0.8267,0
0.7646,0.515,0.3215,0.9276,0
0.4234,0.31,0.9479,0.9024,0
0.9982,0.1889,0.9634,0.9458,0
0.5462,0.1779,0.8853,0.3035,1
0.5014,0.764,0.6532,0.11080000000000001,0
0.3177,0.4354,0.1013,0.16260000000000002,1
0.2925,0.2062,0.9062,0.3201,0
0.0743,0.4772,0.3413,0.0632,0
0.8883,0.9949,0.1105,0.2464,1
0.9654,0.5851,0.5934,0.8354,0
0.6291,0.6564,0.5464,0.2269,1
0.7713,0.2219,0.5341,0.3937,0
0.2848,0.8254,0.5538,0.2633,1
0.35860000000000003,0.32530000000000003,0.7329,0.4274,1
0.2939,0.9768,0.9772,0.9801,1
0.7664,0.7368,0.6995,0.27190000000000003,0
0.8031,0.7106,0.5199,0.9202,1
0.4236,0.28090000000000004,0.1835,0.0859,1
0.13440000000000002,0.7494000000000001,0.0527,0.8702,0
0.6696,0.4282,0.8806,0.541,0
0.43420000000000003,0.6108,0.23920000000000002,0.0026,1
0.5748,0.9196,0.8432,0.5864,1
0.033100000000000004,0.25680000000000003,0.062,0.4996,1
0.040400000000000005,0.2092,0.4433,0.49829999999999997,1
0.4827,0.8888,0.9654,0.9769,1
0.2908,0.0889,0.6974,0.3415,1
0.3237,0.4563,0.367,0.4687,1
0.1714,0.40049999999999997,0.12279999999999999,0.178,0
0.39039999999999997,0.3784,0.2298,0.9512,1
0.1094,0.3114,0.0702,0.8417,1
0.8553,0.4396,0.23970000000000002,0.385,0
0.2052,0.23249999999999998,0.6492,0.8645,1
0.2815,0.8135,0.8838,0.038599999999999995,1
0.6839,0.0902,0.9504,0.1879,0
0.6636,0.6932,0.3885,0.41800000000000004,0
0.8541,0.3308,0.25470000000000004,0.6221,0
0.8112,0.0619,0.0436,0.47250000000000003,1
0.7973,0.7305,0.3173,0.6262,1
0.45589999999999997,0.7267,0.9115,0.8734,0
0.2439,0.8122,0.6133,0.8743,1
0.15039999999999998,0.8523000000000001,0.2999,0.0693,1
0.4766,0.4299,0.6439,0.24409999999999998,1
0.365,0.8855,0.6656,0.5079,1
0.6489,0.8699,0.0121,0.3204,0
0.18719999999999998,0.9387,0.8049,0.8889,0
0.6044,0.6414,0.00030000000000000003,0.24020000000000002,1
0.6819,0.4137,0.28859999999999997,0.558,0
0.14,0.9785,0.8072,0.7225,1
0.2788,0.8914,0.1021,0.1881,0
0.6698,0.9641,0.4361,0.4253,0
0.522,0.0842,0.36360000000000003,0.706,0
0.4127,0.09559999999999999,0.46340000000000003,0.3489,1
0.1345,0.9576,0.8099000000000001,0.016399999999999998,1
0.5549999999999999,0.0639,0.5654,0.8669,1
0.6332,0.9617,0.46340000000000003,0.45430000000000004,1
0.3179,0.49060000000000004,0.7286,0.10880000000000001,1
0.6622,0.6816,0.5238,0.050100000000000006,0
0.5009,0.3796,0.5314,0.8359,0
0.802,0.11660000000000001,0.0635,0.6326,1
0.8617,0.0786,0.7451,0.6644,1
0.8619,0.22749999999999998,0.5497,0.5151,1
0.6473,0.6169,0.7761,0.4667,1
0.5653,0.3536,0.5619000000000001,0.0087,0
0.696,0.3889,0.1462,0.054099999999999995,1
0.0951,0.5943,0.3323,0.2922,1
0.7911,0.28600000000000003,0.2902,0.7901,1
0.18530000000000002,0.27390000000000003,0.8936999999999999,0.2273,1
0.369,0.5464,0.4415,0.6122,1
0.3155,0.1658,0.6905,0.5568,0
0.25780000000000003,0.7845,0.27,0.05,1
0.0926,0.236,0.4789,0.5478000000000001,0
0.8535,0.8953,0.23920000000000002,0.22210000000000002,1
0.0905,0.2871,0.22499999999999998,0.5467,0
0.0308,0.7812,0.3569,0.4626,1
0.2572,0.032,0.4927,0.1059,1
0.12569999999999998,0.1442,0.10880000000000001,0.1856,0
0.4974,0.8069,0.5099,0.3086,0
0.5327999999999999,0.9045,0.8843,0.8301000000000001,1
0.19219999999999998,0.3457,0.6943,0.6691,0
0.8103,0.16049999999999998,0.1316,0.2445,1
0.22460000000000002,0.7805,0.9319,0.52,1
0.7036,0.9883,0.8091,0.6674,0
0.549,0.30879999999999996,0.30510000000000004,0.1105,0
0.1647,0.7942,0.4441,0.5408999999999999,0
0.4615,0.7711,0.2913,0.7329,1
0.2697,0.38029999999999997,0.2521,0.7534,1
0.509,0.7219,0.6724,0.0736,1
0.92,0.3593,0.3206,0.5491,1
0.4075,0.4441,0.5261,0.6392,1
0.3488,0.0663,0.8248,0.26580000000000004,0
0.4314,0.7562,0.7084,0.5492,1
0.7483,0.6519,0.5991,0.2657,1
0.4841,0.39339999999999997,0.1749,0.20379999999999998,1
0.7854,0.6146,0.1668,0.9101,1
0.46140000000000003,0.2031,0.3422,0.33940000000000003,0
0.377,0.6335999999999999,0.4999,0.1933,1
0.5797,0.39280000000000004,0.44020000000000004,0.7637,0
0.8611,0.1933,0.37029999999999996,0.7034,1
0.0579,0.5871999999999999,0.4726,0.6285000000000001,0
0.6185,0.1602,0.1375,0.9011,0
0.9114,0.5126999999999999,0.9655,0.4403,0
0.27349999999999997,0.1666,0.2175,0.3224,0
0.6473,0.7097,0.1609,0.13679999999999998,1
0.8355,0.38280000000000003,0.2773,0.2005,0
0.3342,0.7941,0.6907,0.4638,1
0.53,0.0214,0.4068,0.176,0
0.8589,0.4383,0.0516,0.5764,0
0.6111,0.7019,0.1375,0.2177,0
0.1812,0.4212,0.39749999999999996,0.25529999999999997,1
0.14939999999999998,0.6309,0.1928,0.6129,0
0.0516,0.8107,0.2587,0.38480000000000003,1
0.6433,0.4022,0.2869,0.9009,0
0.9646,0.5842,0.8091,0.3661,0
0.3166,0.1056,0.1172,0.9241,1
0.0867,0.7668,0.20679999999999998,0.957,1
0.13319999999999999,0.3484,0.9393,0.7459,1
0.5221,0.4733,0.35719999999999996,0.6214,1
0.8845000000000001,0.74,0.7547,0.050600000000000006,0
0.5543,0.0771,0.1653,0.8492,1
0.1875,0.3687,0.196,0.7758,0
0.43879999999999997,0.09559999999999999,0.9797,0.06459999999999999,1
0.8687,0.8044,0.6517,0.15639999999999998,0
0.9117,0.2837,0.4623,0.6772,1
0.003,0.20750000000000002,0.0361,0.0596,0
0.8273,0.856,0.5619000000000001,0.5529999999999999,1
0.8276,0.1891,0.8815,0.4769,1
0.2388,0.7193,0.6194,0.6817,1
0.8546,0.1743,0.1062,0.3059,0
0.7986,0.0939,0.8851,0.0985,0
0.7746,0.1533,0.8936,0.1028,1
0.5689,0.9216,0.8924,0.1835,0
0.15439999999999998,0.8682,0.6102,0.3144,0
0.2046,0.0175,0.1958,0.305,1
0.5152,0.6829000000000001,0.5811999999999999,0.61,0
0.0018,0.009600000000000001,0.9594,0.4008,0
0.1032,0.6076,0.8492,0.3241,1
0.4853,0.7252,0.7581,0.4966,0
0.5549,0.2112,0.7444,0.6953,1
0.0552,0.8371,0.7415,0.35150000000000003,1
0.7032,0.4429,0.2138,0.5392,0
0.7023,0.2582,0.0034999999999999996,0.38739999999999997,1
0.9705,0.7064,0.3734,0.22820000000000001,0
0.9633,0.9908,0.5969,0.8138,0
0.1503,0.8823,0.6774,0.3714,0
0.09040000000000001,0.8736,0.14079999999999998,0.38780000000000003,1
0.8926000000000001,0.3794,0.4283,0.3788,1
0.8775999999999999,0.9495,0.37529999999999997,0.5660000000000001,1
0.8781,0.7079,0.094,0.18159999999999998,0
0.7101999999999999,0.9801,0.3398,0.8969,0
0.4895,0.517,0.0412,0.7323,0
0.1782,0.9693,0.0712,0.3806,1
0.7705,0.5137,0.8484,0.5569999999999999,1
0.032600000000000004,0.4285,0.8511,0.17809999999999998,0
0.6015,0.19269999999999998,0.31620000000000004,0.5499,0
0.3524,0.5137,0.0645,0.4928,1
0.314,0.8411,0.6622,0.4081,0
0.5377,0.0968,0.6772,0.6645,0
0.4163,0.8603000000000001,0.1528,0.5866,1
0.14750000000000002,0.2929,0.18669999999999998,0.5184,0
0.709,0.043300000000000005,0.6045,0.4224,0
0.6608,0.9628,0.6557999999999999,0.7941,0
0.8329,0.0839,0.7696000000000001,0.12530000000000002,0
0.9547,0.2291,0.1006,0.0419,1
0.2089,0.2572,0.6088,0.6573,0
0.6662,0.1046,0.07039999999999999,0.7196,0
0.40659999999999996,0.9077999999999999,0.8522,0.1391,1
0.6315,0.9153,0.7322,0.3484,1
0.2077,0.1099,0.0471,0.3097,1
0.2823,0.3208,0.1508,0.493,0
0.0207,0.6207,0.5036,0.7389,0
0.2192,0.3826,0.7432,0.022,1
0.8442000000000001,0.0413,0.1614,0.9469,0
0.1785,0.31220000000000003,0.0769,0.5707,0
0.6791,0.9178,0.4199,0.3206,1
0.263,0.24359999999999998,0.2817,0.383,0
0.1442,0.3696,0.4043,0.7328,1
0.6172,0.6157,0.3486,0.7384999999999999,1
0.0644,0.715,0.9698,0.0676,1
0.6913,0.5275,0.5001,0.9866,0
0.968,0.4797,0.9881,0.43579999999999997,1
0.8628,0.732,0.636,0.8023,0
0.7557,0.1187,0.10239999999999999,0.7226,1
0.4615,0.7732,0.5781000000000001,0.6557,0
0.2848,0.7629,0.1946,0.2536,0
0.17830000000000001,0.1386,0.4724,0.6438,1
0.251,0.3053,0.2585,0.7862,1
0.4292,0.19779999999999998,0.2389,0.7713,0
0.542,0.18769999999999998,0.2454,0.7388,1
0.4937,0.1303,0.4038,0.4881,0
0.1891,0.3147,0.7125,0.554,0
0.1482,0.006,0.9978,0.7912,0
0.14989999999999998,0.629,0.7842,0.3617,1
0.07680000000000001,0.6764,0.4578,0.48050000000000004,1
0.4144,0.011099999999999999,0.0202,0.6513,1
0.5571,0.1568,0.6304,0.22249999999999998,1
0.35109999999999997,0.33640000000000003,0.2707,0.4955,1
0.7884,0.7388,0.0458,0.921,0
0.78,0.7149,0.4975,0.9767,0
0.7619,0.15489999999999998,0.5988,0.5175,0
0.9936,0.1689,0.839,0.8577,1
0.7545,0.7403,0.6609,0.7539,0
0.8339,0.26080000000000003,0.9073,0.2137,1
0.3685,0.6816,0.42510000000000003,0.6179,1
0.9775,0.4762,0.41859999999999997,0.6942,0
0.538,0.1255,0.986,0.1592,1
0.7813,0.4843,0.7785,0.3207,1
0.0754,0.1331,0.24919999999999998,0.1192,1
0.3958,0.7549,0.1713,0.241,0
0.14029999999999998,0.2051,0.2738,0.3453,0
0.3701,0.39180000000000004,0.0349,0.6603,1
0.4808,0.3821,0.060200000000000004,0.2777,1
0.6365000000000001,0.4582,0.5427,0.2479,0
0.4163,0.726,0.1138,0.8887,0
0.5912,0.5178,0.858,0.6771,1
0.313,0.32830000000000004,0.3389,0.3328,1
0.9682,0.5889,0.4808,0.6008,0
0.7342,0.8572,0.9474,0.22,0
0.3403,0.2229,0.9609,0.2845,1
0.5405,0.055900000000000005,0.1002,0.8679,1
0.37670000000000003,0.9533,0.6211,0.3257,1
0.9624,0.5347,0.9470000000000001,0.10239999999999999,0
0.43479999999999996,0.9368,0.6979,0.371,1
0.0685,0.6625,0.5730999999999999,0.18209999999999998,0
0.6731,0.2071,0.49019999999999997,0.5118,1
0.11549999999999999,0.3544,0.1202,0.20190000000000002,0
0.6307,0.6001,0.6862,0.0854,1
0.9794,0.0779,0.0081,0.8947,0
0.14300000000000002,0.0689,0.027299999999999998,0.9372,1
0.2407,0.4569,0.7528,0.0953,1
0.5334,0.8086,0.8662,0.8123,1
0.5241,0.4369,0.34750000000000003,0.2566,0
0.25570000000000004,0.3338,0.9758,0.43320000000000003,1
